date,close,high,low,open,volume
2025-08-27,0.03238456169361492,0.003909786645037272,0.020559844797210847,0.015160507752135288,31259500
2025-08-28,0.05050222739286414,0.025717879400499744,0.030172204865059005,0.034527417013158423,38074700
2025-08-29,0.04682612099864536,0.025457194880072365,0.04823998226138171,0.04933728194893616,39418400
2025-09-02,0.025644943939511444,0.003475371879217981,0.00907827984235876,0.02076893360400245,44075600
2025-09-03,0.1022300469955566,0.07298333787834865,0.07485235830971027,0.09052511770173188,66427800
2025-09-04,0.1136958957607217,0.08210613968936853,0.09603537024671072,0.10139154998163935,47549400
2025-09-05,0.11290810122750927,0.0944438145806803,0.11161098982476858,0.11497463469433766,54870400
2025-09-08,0.09706601830787842,0.08427822526051232,0.09247508851633768,0.10884039267514112,48999500
2025-09-09,0.06616924486066966,0.07237484604842548,0.06595171516887,0.08868452642977953,66313900
2025-09-10,0.0,0.017116404296019017,0.0,0.04653330521710419,83440800
2025-09-11,0.028358324395745926,0.0,0.006230187436041312,0.0,50208600
2025-09-12,0.06371873067627942,0.035275164510899515,0.027324172925655255,0.02050607252724035,55824200
2025-09-15,0.08673782688546905,0.0672487810847171,0.08081549170156688,0.08868463737518129,42699500
2025-09-16,0.09942926786046313,0.09357512189320305,0.09229732970291415,0.09026220395386453,63421100
2025-09-17,0.1067813466018468,0.08384387071302735,0.10484661439378717,0.10594844324274844,46508000
2025-09-18,0.09706601830787842,0.09340116397967702,0.09523419347299633,0.11471180392986424,44249600
2025-09-19,0.16376059357107642,0.13771249441450673,0.12691975196687455,0.1257535341301752,163741300
2025-09-22,0.25636271095152385,0.22755154097435115,0.1973218633702687,0.18771028370241183,105517400
2025-09-23,0.2419208835523865,0.23363319200438148,0.24591802130643847,0.25413616566442077,60275200
2025-09-24,0.22336568827062808,0.21973191500825884,0.22331113306721173,0.24835256435672504,42303700
2025-09-25,0.26327726011039876,0.23215636870641232,0.2292743729800657,0.23073817797288276,55202100
2025-09-26,0.2509362181331618,0.23589234274350712,0.24769813551581565,0.23853751909050924,46076300
2025-09-29,0.2419208835523865,0.21330216379405975,0.2408447235418052,0.24256851419248227,40127700
2025-09-30,0.24367167211769014,0.2212957223833314,0.2417349871359149,0.24519770506641336,37704300
2025-10-01,0.2508488194543024,0.24623187774044686,0.2579337663961123,0.246775143736226,48713900
2025-10-02,0.26555270884296367,0.24093125535765791,0.25099094722566573,0.2602700971724299,42630200
2025-10-03,0.2733427193080169,0.2501413868313076,0.2492112514370799,0.24353260622140516,49155600
2025-10-06,0.2617019391380804,0.2486645205371958,0.25900178348569014,0.272626801206898,44664100
2025-10-07,0.2598640199880242,0.23415467610876783,0.26238389400340356,0.2622861898439699,31955800
2025-10-08,0.2736928502116671,0.24388561845134094,0.26843598325687656,0.2597446290257732,36496900
2025-10-09,0.2385075093829585,0.2393677512386163,0.24200194655526142,0.2710494430861474,38322000
2025-10-10,0.16174747492214236,0.22529240106789095,0.1606521765545459,0.24589870275751302,61999100
2025-10-13,0.18266618785059197,0.16716646099198362,0.17453685493159687,0.19717470562350004,38142900
2025-10-14,0.18362891378857582,0.15986810052654699,0.16688243507167488,0.17281261229215383,35478000
2025-10-15,0.1973704793804132,0.18567301060428365,0.19153669641943916,0.19813870487284602,33893600
2025-10-16,0.18082813465348235,0.16151891085453318,0.17070979125651542,0.1872721531035788,39777000
2025-10-17,0.22319048877174974,0.1992269676303029,0.18975657900581133,0.18525654526778457,49147000
2025-10-20,0.31027858060792224,0.29480032156243974,0.26416398940902397,0.25422385374125644,90483000
2025-10-21,0.31491768103423223,0.30270712362231667,0.31934660800044545,0.3067164587302398,46695900
2025-10-22,0.2771067605693085,0.2815071980635415,0.26238404984252917,0.31346413043811117,45015300
2025-10-23,0.2869967521739418,0.2621315781503575,0.2853470604994941,0.2897153982151939,32754900
2025-10-24,0.315355210616741,0.2926281862237312,0.2957603172018546,0.3006694848355784,38253700
2025-10-27,0.36778342607378733,0.3359840247354322,0.34444593520153965,0.33300653982876804,44888200
2025-10-28,0.3694464138190716,0.34267430773350327,0.37559734590817406,0.3690236557416804,41534800
2025-10-29,0.37557290035062674,0.3558802915671593,0.3663404165664441,0.37156467094657364,51086700
2025-10-30,0.39045239137932675,0.3796002311707656,0.3785344786251792,0.39531347760728686,69886500
2025-10-31,0.3814371908456049,0.40722950163054206,0.3845866333848029,0.43913004251913756,86167100
2025-11-03,0.369883407213367,0.35101465451872604,0.35868608984399764,0.3815548822974959,50194600
2025-11-04,0.37854901303165245,0.3565755224543756,0.3708799828209002,0.36323967411297486,49274800
2025-11-05,0.37942434029077776,0.35840031207320955,0.36473869507655765,0.3656934104827547,43683100
2025-11-06,0.37618549538496127,0.37317041485590297,0.37328311455945684,0.35938390704025336,51204000
2025-11-07,0.3648070452986547,0.3635261109790151,0.3633142182616571,0.3761214112824396,48227400
2025-11-10,0.3754956892478314,0.37834328034189024,0.3717633844417034,0.37104531288091946,41312400
2025-11-11,0.42648504363298634,0.3973023994590146,0.3926104156444179,0.37850133236303884,46208300
2025-11-12,0.41089027752699825,0.39573692967979923,0.40953771155185237,0.4240270044769683,48398000
2025-11-13,0.40633482246205044,0.40417314377161695,0.41301229675587336,0.4162201582401681,49602800
2025-11-14,0.40160349766295655,0.39773697084536686,0.39082860343712555,0.3893781359494035,47431300
2025-11-17,0.3582363268319171,0.3501650477759224,0.3563508620314364,0.36981733448827603,45018300
2025-11-18,0.3580615294741991,0.3520787077796732,0.3526984549943353,0.3800805440779591,45677300
2025-11-19,0.3678735056937159,0.36512370251638204,0.3543016446475158,0.3409579341035571,40424500
2025-11-20,0.34763561774981366,0.3931279063872948,0.3580437012408475,0.3874486097245313,45823600
2025-11-21,0.39354324833811805,0.3748640998189563,0.3558162015236519,0.3446421183733763,59030800
2025-11-24,0.4323552321983166,0.40678215952932284,0.4024105702382945,0.3880627408574231,65585800
2025-11-25,0.4415543452893924,0.43617786645197487,0.4411650423007538,0.4263956555213877,46914200
2025-11-26,0.44663553289802915,0.4287853288424017,0.4534594454856058,0.4412199426359016,33431400
2025-11-28,0.4580249748427192,0.42417588001514117,0.44775743325859185,0.443851552070198,20135600
2025-12-01,0.4952594929777441,0.4626163511237773,0.4490940173943261,0.4504304275852884,46587700
2025-12-02,0.5223310997072816,0.49722984611318566,0.5069135392816753,0.49420168260626696,53669500
2025-12-03,0.5044586060688194,0.5078402326166005,0.5128825877566894,0.5222717566294266,43538700
2025-12-04,0.4742328721712552,0.47400915231223717,0.4709208634719979,0.5038506442546415,43989100
2025-12-05,0.4574118436201713,0.44278760267275485,0.466110236817729,0.4726233173292429,47265800
2025-12-08,0.449614326520124,0.43000282158201664,0.44918280545896305,0.45148288663080693,38211800
2025-12-09,0.44339400705114307,0.43313380806080426,0.45604316654880384,0.45174625724759876,32193300
2025-12-10,0.4574118436201713,0.43069876905176807,0.451766817342913,0.44814986451781413,33038300
2025-12-11,0.45084085705932675,0.4293070411141513,0.4283358149170433,0.45999168344523556,33248000
2025-12-12,0.45303145400704836,0.42608955728404174,0.45515243761011925,0.4494657249429448,39532900
2025-12-15,0.4164971976793239,0.4341771023761427,0.41969385176230656,0.4692017977970786,50409100
2025-12-16,0.42087785538655376,0.3937366530680686,0.4103396014671268,0.4049046119239068,37648600
2025-12-17,0.3966097087331788,0.3994765387738628,0.40900319279094255,0.4241148099663805,50138700
2025-12-18,0.3996764372223469,0.37747367132173393,0.3672200956740985,0.4118343555918895,51630700
2025-12-19,0.41264280870399683,0.38590959069627795,0.39350149658840916,0.3990274788899688,144632000
2025-12-22,0.38898779327317023,0.3796477597467587,0.39893610503093724,0.40525535075302344,36571800
2025-12-23,0.4011656999863409,0.36764615156261327,0.3904725842834744,0.38753654294213424,29642000
2025-12-24,0.4138690711490931,0.3931277627786125,0.413992295576707,0.40069399960268637,17910600
2025-12-26,0.4102768782103434,0.39260584323940106,0.4198718921258906,0.41665864766714034,21521800
2025-12-29,0.413431273472477,0.38382215309667345,0.4153287467408111,0.40376433776582,23715200
2025-12-30,0.40747341813418037,0.38138689839186,0.4147049162186396,0.40481678236662777,22139600
2025-12-31,0.39678504227911104,0.3779083156809455,0.4099832682790332,0.40700986613207624,27293600
2026-01-02,0.38933819227092736,0.41408732976109963,0.3854832534266506,0.39999235432746616,37838100
2026-01-05,0.35648433184313233,0.35903612303004895,0.3600036569220686,0.385782166973478,45647200
2026-01-06,0.313554958688709,0.3245962049130524,0.324189193752658,0.3538526540072624,52352100
2026-01-07,0.2957698637291062,0.290939050699242,0.3036091859105099,0.3205196926573852,48309800
2026-01-08,0.2844683566514885,0.25275982201103275,0.2669931102311516,0.2663097159188563,50419300
2026-01-09,0.28735948350061746,0.2607609248631082,0.271625942221994,0.28437973655125726,39997000
2026-01-12,0.29506906573359193,0.27024033210412135,0.27679286929481384,0.28508143864850144,45263800
2026-01-13,0.3020778499710526,0.27467588402989884,0.29095851928120986,0.28122185987280224,45730800
2026-01-14,0.292528605976327,0.2747632174340535,0.27599141251691917,0.28797634335729727,40019400
2026-01-15,0.27719657209513016,0.2679794600676382,0.27902027355999737,0.2981515079896577,39388600
2026-01-16,0.2537170242572888,0.2493679749977633,0.26013319013430314,0.2740290352778385,72142800
2026-01-20,0.17635686113811055,0.21362368661045394,0.15759024520468978,0.22867876341045124,80267500
2026-01-21,0.1846799767347933,0.18553283880040183,0.17327023652569773,0.19332847687473942,54641700
