date,close,high,low,open,volume,volatility,momentum,turnover_value
2025-09-23,253.49359130859375,256.3928850249964,252.64672876089196,254.9382669065294,60275200,0.014694366246233045,-0.006443273998468446,15279376914.84375
2025-09-24,251.3813934326172,254.7987775332095,250.11606329601622,254.28068708944184,42303700,0.0184155324212497,-0.008332352171401602,10634363053.355408
2025-09-25,255.9246063232422,256.22352044118514,250.7836088309123,252.27808820484515,55202100,0.021563155361537925,0.018072987935134455,14127575710.716248
2025-09-26,254.51980590820312,256.6519291955366,252.84598111295833,253.16481067495934,46076300,0.015033479860140383,-0.005489118202509746,11727330932.96814
2025-09-29,253.49359130859375,254.06150078407975,252.07881928540593,253.62311772285494,40127700,0.007817432087718398,-0.004031963626357271,10172114783.953857
2025-09-30,253.69285583496094,254.97810138533342,252.1784458386236,253.9220050782957,37704300,0.01102565154149034,0.0007860732310371876,9565311544.258118
2025-10-01,254.5098419189453,257.83756097799323,253.9917514638179,254.10134722927504,48713900,0.01513494342359887,0.0032203748162142887,12398166988.25531
2025-10-02,256.18365478515625,257.229778167004,253.21461153357077,255.63566078088252,42630200,0.015706598293713025,0.006576613515574703,10921160440.222168
2025-10-03,257.07037353515625,258.2858846694617,253.01536064819075,253.73271197999827,49155600,0.02077195321069381,0.003461262002619314,12636448453.344727
2025-10-06,255.7452850341797,258.1165305885388,254.1113214696764,257.0404883747525,44664100,0.015582016452688228,-0.005154574923412314,11422632985.295105
2025-10-07,255.53607177734375,256.45266881763376,254.48991791397023,255.86484387966763,31955800,0.007671045673576821,-0.0008180532313938338,8165859602.502441
2025-10-08,257.1102294921875,257.56852798749276,255.16739414069707,255.5758888188916,36496900,0.009394993627498249,0.006160217240152921,9383726334.753418
2025-10-09,253.1050262451172,257.0504585775582,252.2083446799687,256.8611554198282,38322000,0.01885109443533906,-0.015577766995038989,9699490815.76538
2025-10-10,244.3673095703125,255.436420799504,243.10197943699816,254.00171816056968,61999100,0.04856046428279863,-0.034522098610332286,15150553262.780762
2025-10-13,246.74851989746094,248.7710475029622,244.6562426215344,248.46219085423505,38142900,0.0165610907127589,0.009744389834039024,9411704119.596863
2025-10-14,246.8581085205078,247.93413549962378,243.79940008876653,245.69241642712313,35478000,0.016828909377769437,0.00044413082231420375,8758031974.090576
2025-10-15,248.42233276367188,250.89321639065437,246.559219921403,248.57178982967116,33893600,0.01743559263994174,0.0063365317531554055,8419927177.758789
2025-10-16,246.53929138183594,248.1234359576197,244.22783772705108,247.33635013275978,39777000,0.01575020504862156,-0.007580000400476461,9806593393.295288
2025-10-17,251.36148071289062,252.4474806979352,246.3599669580113,247.1072067041429,49147000,0.024635112108293753,0.019559516473121263,12353662692.596436
2025-10-20,261.27484130859375,263.4069798400544,254.68918336894043,254.94822099113512,90483000,0.03419438047938807,0.03943866246963412,23640931466.12549
2025-10-21,261.80291748046875,264.3136625920602,260.86637452698056,260.91620875530236,46695900,0.01321224189759959,0.0020211520145994033,12225122854.37622
2025-10-22,257.49884033203125,261.882640960004,254.48993535873984,261.68336485657886,45015300,0.02825057529092791,-0.016440142034546246,11591387547.198486
2025-10-23,258.6246337890625,259.6608147081683,257.0604350924048,258.98332466328685,32754900,0.010040722193771803,0.00437203311509915,8471224017.297363
2025-10-24,261.85272216796875,263.15789839957887,258.22610426270086,260.2287163700197,38253700,0.018951767528474776,0.01248175137693619,10016835477.996826
2025-10-27,267.8207092285156,268.12956591820625,263.67601542509226,263.90517991319996,44888200,0.01687557059159958,0.022791388270230195,12021989559.991455
2025-10-28,268.0099792480469,268.89671830922975,267.1631014853557,268.00000632210845,41534800,0.006468719339470572,0.0007067041980304278,11131740886.071777
2025-10-29,268.7073974609375,270.4110953948544,266.1269030442272,268.28892986747474,51086700,0.015968576686124936,0.0026022098686300232,13727374201.867676
2025-10-30,270.4011535644531,273.131090148023,267.49191714200913,270.98897852374654,69886500,0.020809602799103266,0.0063033475055775945,18897390218.582153
2025-10-31,269.37493896484375,276.29937269597025,268.16940070155243,275.9705701844509,86167100,0.029459561535797,-0.0037951561451632365,23211257303.277588
2025-11-03,268.05975341796875,269.8531467885877,265.2700709373508,269.424736694289,50194600,0.017010597866658546,-0.004882360444995348,13455152098.913574
2025-11-04,269.0461730957031,270.49081837885313,266.6350661079627,267.3424445625432,49274800,0.014422521935114584,0.003679849978061922,13257196370.056152
2025-11-05,269.14581298828125,270.7000692568828,265.94760492323326,267.6214146886098,43683100,0.01775816161490382,0.00037034495392229694,11757123463.348389
2025-11-06,268.7771301269531,272.3937751745226,266.90407480138714,266.90407480138714,51204000,0.020568065051912547,-0.0013698257358518706,13762464171.020508
2025-11-07,267.4819030761719,271.28785094446636,265.78814772800683,268.8069946610708,48227400,0.020459673020763104,-0.004818963020289169,12899956732.415771
2025-11-10,268.6986083984375,272.9869540449525,266.7339548671466,268.22988302493957,41312400,0.023312090015057973,0.004548738842788724,11100584389.59961
2025-11-11,274.5028381347656,275.1610502271484,269.06761990152603,269.0776024957972,46208300,0.022645624418767964,0.02160126459501921,12684309495.38269
2025-11-12,272.7276306152344,274.9815052844664,270.9624464716027,274.25347600982695,48398000,0.014654541015624885,-0.006466991494855634,13199471866.516113
2025-11-13,272.2090759277344,275.9488963676571,271.3513946141157,273.36590026791555,49602800,0.01681812453212181,-0.0019013646924230798,13502332351.428223
2025-11-14,271.6705322265625,275.21088338895913,268.8681625557137,270.31420819279356,47431300,0.023464252492128274,-0.0019784193430598673,12885686515.197754
2025-11-17,266.73394775390625,269.7557213346742,265.00866346949266,268.09027174019775,45018300,0.017706938168132593,-0.018171218027207114,12007908880.169678
2025-11-18,266.7140197753906,269.9751321987233,264.59977951795884,269.2570854665072,45677300,0.019963644304666284,-7.471106952616768e-05,12182776295.48645
2025-11-19,267.8309631347656,271.47104873805114,264.77927226211665,264.80918960656476,40424500,0.02527018222395027,0.004187793953672303,10826932769.241333
2025-11-20,265.5272521972656,274.68232536305425,265.1981613886433,270.09480618650156,45823600,0.03511420344700031,-0.008601361510023886,12167414593.786621
2025-11-21,270.7530212402344,272.5880228442522,264.9488429624803,265.22808167538,59030800,0.028802304165973267,0.019680725800176768,15982767446.228027
2025-11-24,275.1710205078125,276.24807542504453,270.164627965921,270.164627965921,65585800,0.02251755718328496,0.016317451407709793,18047311516.82129
2025-11-25,276.2181396484375,279.6188865292943,274.5028075356392,274.52274228722064,46914200,0.018636266529431553,0.0038053394528705375,12958553047.094727
2025-11-26,276.79656982421875,278.7712060098946,275.8790842359358,276.2081750495132,33431400,0.01047080439759025,0.002094106406326013,9253696844.421387
2025-11-28,278.093017578125,278.2426042891834,275.2407657367699,276.5073375714406,20135600,0.0108562708634737,0.004683756575197373,5599569764.746094
2025-12-01,282.33148193359375,282.650620542313,275.390384584981,277.255303275414,46587700,0.02618610310266984,0.015241175029783172,13153174380.877686
2025-12-02,285.4131164550781,286.619823290159,281.86278279875575,282.231773534172,53669500,0.016855084853964086,0.010914951816139329,15317979253.585815
2025-12-03,283.378662109375,287.8365294074879,282.5309633672564,285.4231155973949,43538700,0.018588424518900186,-0.007128103890149506,12337938555.981445
2025-12-04,279.93804931640625,283.9571086251454,277.8337611056945,283.32881389666403,43989100,0.021612159509071985,-0.012141396841095942,12314222845.184326
2025-12-05,278.02325439453125,280.37686403379615,277.29522501275557,279.77848663840757,47265800,0.011014567481821329,-0.006840066673861722,13140991537.561035
2025-12-08,277.1356506347656,278.9108174051644,275.4003533668138,277.374989388386,38211800,0.012656022253813017,-0.003192552226246703,10589852054.925537
2025-12-09,276.4275817871094,279.2698514894354,276.16830825817004,277.40493251311347,32193300,0.011180562663999217,-0.0025549540307587826,8899116068.746948
2025-12-10,278.02325439453125,278.9906225605669,275.6896099437804,276.99605153243056,33038300,0.01191718292923046,0.005772479710981937,9185415685.662842
2025-12-11,277.2752380371094,278.83100071126506,273.06669274298736,278.342340640522,33248000,0.020709418319228283,-0.002690481265859801,9218847114.257812
2025-12-12,277.52459716796875,278.4620479370953,276.0685689150702,277.14562382282355,39532900,0.008636178298652132,0.0008993198694000615,10971352147.381592
2025-12-15,273.3658752441406,279.3894873363706,272.0993337942639,279.3894873363706,50409100,0.026093156230068762,-0.014985057058964357,13780127741.76941
2025-12-16,273.8645324707031,274.752131096348,271.0522107383373,272.07941349564567,37648600,0.013598678086204938,0.0018241385327160131,10310616237.176514
2025-12-17,271.10205078125,275.41033087528734,270.9026119684932,274.2634587890498,50138700,0.016435725439681186,-0.010087037063657212,13592704393.50586
2025-12-18,271.45111083984375,272.8872042261758,266.22534517191764,272.86723904028526,51630700,0.02441428688064175,0.0012875596388439714,14015210868.43872
2025-12-19,272.9271240234375,273.8545921928022,269.1673383776201,271.4112306527045,144632000,0.01726993317081952,0.005437491779006098,39473995801.75781
2025-12-22,270.2344665527344,273.1365711538121,269.775723721713,272.1193204151364,36571800,0.012350638782177953,-0.0098658478168403,9882960863.873291
2025-12-23,271.62066650390625,271.7603010837797,268.8282792538215,270.1048034873943,29642000,0.010855126573471149,0.005129619359273585,8051379796.508789
2025-12-24,273.0667419433594,274.68233959340455,271.46112688748974,271.60073103225574,17910600,0.011860103224583193,0.00532387854748273,4890789188.250732
2025-12-26,272.6578063964844,274.6224597374741,272.11926379011726,273.4157529954652,21521800,0.009155273315207903,-0.0014975662871453688,5868086777.703857
2025-12-29,273.0168762207031,273.61522314661676,271.6107000753325,271.9497734782625,23715200,0.007370931204119917,0.001316924789223295,6474649822.949219
2025-12-30,272.33868408203125,273.3359694836473,271.54086793463244,272.06942798009953,22139600,0.006597953920593297,-0.0024840667289872664,6029469530.102539
2025-12-31,271.12200927734375,272.9370761103812,271.0123224859311,272.3187639976345,27293600,0.007068016893859029,-0.004467506365423368,7399895672.412109
2026-01-02,270.2743225097656,277.0857683126949,268.2697691424855,271.52092924369913,37838100,0.032468948875380266,-0.0031265878039100636,10226666842.556763
2026-01-05,266.5345153808594,270.7729784841199,265.41756056202854,269.9053450243044,45647200,0.019841837224857918,-0.013837078913669698,12166554330.493164
2026-01-06,261.6477966308594,266.82371056256306,261.40845786144683,266.27521573774703,52352100,0.020337051220154424,-0.018334281183122636,13697811613.998413
2026-01-07,259.623291015625,262.964203143993,259.1047135716701,262.48552563718374,48309800,0.01470362818275022,-0.0077375221244099235,12542349264.30664
2026-01-08,258.33685302734375,258.5861744106298,255.00590778144198,256.32231677215987,50419300,0.013967830325013161,-0.004955017645946969,13025163293.841553
2026-01-09,258.6659240722656,259.5036402038468,255.52448097015204,258.3767027680543,39997000,0.015400611553073701,0.0012738060445718347,10345860965.118408
2026-01-12,259.54351806640625,260.5906555331263,256.1028713590674,258.45648066308013,45263800,0.017363790463080352,0.0033927700267757377,11747925893.0542
2026-01-13,260.3413391113281,261.0992857475004,257.6885867541948,258.0176775418968,45730800,0.013218857815475849,0.0030739393950796057,11905617710.632324
2026-01-14,259.25433349609375,261.10930037675524,256.0131555781144,258.78560808748875,40019400,0.01969253559463009,-0.004175309303335539,10375202873.913574
2026-01-15,257.5090637207031,260.3313985459844,256.35220896361545,259.9424426175537,39388600,0.015307964110437512,-0.006731882749481333,10142921507.269287
2026-01-16,254.8363494873047,258.1971965798445,254.23797213114116,257.1999111311508,72142800,0.015393568494214834,-0.010379107417738509,18384607793.792725
2026-01-20,246.0303192138672,254.09835490933511,242.75922413209136,252.04394930256512,80267500,0.04498870458354761,-0.03455562870506512,19748238647.499084
2026-01-21,246.97775268554688,250.8771427168815,244.51445623630568,248.02490552393743,54641700,0.02565341761600532,0.0038508809593345017,13495284268.917847
2026-01-22,247.67584228515625,250.31864258405668,247.47637302553753,248.52352576906395,39708300,0.011436621743248072,0.00282652826830998,9834786648.21167
2026-01-23,247.36668395996094,248.7329754164565,244.01580413580567,246.6486524137701,41689000,0.01912506407185818,-0.0012482377059582772,10312469687.606812
2026-01-26,254.7166748046875,255.86354695988197,249.12190294519746,250.7973351598156,55969200,0.02688084389089913,0.02971293759961724,14256288515.478516
2026-01-27,257.5688781738281,261.23891141767155,257.50904348719195,258.4664593428383,49648300,0.014430761886718083,0.011197552619307993,12787856934.23767
2026-01-28,255.74388122558594,258.1572949521919,253.81911240916085,256.9505880888889,41288000,0.01688333377750544,-0.0070854715103062516,10559153368.041992
2026-01-29,257.5788879394531,258.94516415300217,253.7193980705993,257.29964922744847,67253000,0.020310039668120065,0.007175173478534136,17322952950.59204
2026-01-30,258.775634765625,261.1890484668085,251.49543285360957,254.47732177254832,92443400,0.03809225728123267,0.0046461370951069725,23922099514.89258
2026-02-02,269.2770690917969,269.7557466562268,258.50636737104884,259.3241487899344,73913400,0.04337960555416887,0.040581232988504023,19903183718.60962
2026-02-03,268.7485046386719,271.1419837262723,266.88355520832346,268.4692659190308,64394700,0.01586188461227134,-0.0019629018353019,17305979331.655884
2026-02-04,275.73944091796875,278.19278500760885,271.5508603406617,271.5508603406617,90545700,0.024459228958489856,0.02601293089498702,24967020695.526123
2026-02-05,275.1610107421875,278.7412615768201,272.48829324857786,277.3749854862336,52977400,0.022543375053380794,-0.0020977418894285726,14577314930.493164
2026-02-06,277.3650207519531,280.14745564173626,276.1782486476445,276.3677353153735,50453400,0.014362049135592202,0.008009892113060468,13994008338.006592
2026-02-09,274.13079833984375,277.70443813431814,271.2160169672847,277.41494619870406,44623400,0.023388866591153218,-0.011660527356121553,12232648266.638184
2026-02-10,273.19244384765625,274.87943562430115,272.4537718732244,274.40031021957236,34376900,0.008839872480959474,-0.003423017398520134,9391509322.906494
2026-02-11,275.00921630859375,279.6808719096702,273.9610989943363,274.2106536370846,51931300,0.020859047011732773,0.0066501563343039916,14281586114.886475
2026-02-12,261.2637634277344,275.22883180172755,259.71650632997444,275.0990585104662,81077200,0.056388144531446825,-0.0499817899391245,21182534400.183105
2026-02-13,255.32435607910156,261.7628783299504,254.9949421084194,261.5432690161623,56290700,0.02587692754238988,-0.022733375921363264,14372386730.741882
2026-02-17,263.4099426269531,265.8156532326085,255.08478749757862,257.5903108294174,58469100,0.0416586543976653,0.03166790145686926,15401342276.449585
2026-02-18,263.8791198730469,266.3447212846438,261.9825104325609,263.13045584681157,34203300,0.01657812980274122,0.001781167564954833,9025536700.753784
2026-02-19,260.11578369140625,264.00886051677537,259.5867290635135,262.13220471573277,30845300,0.016869851829375348,-0.01426159138112626,8023349382.696533
2026-02-20,264.1086730957031,264.2783836675007,257.7001265171608,258.50868117461044,42070500,0.02544694870767832,0.015350431056632585,11111183931.472778
2026-02-23,265.705810546875,268.95002088588865,262.91081074777924,263.0206001676805,37308200,0.02296097771147698,0.006047273769737682,9913005521.044922
2026-02-24,271.6552429199219,274.4003442568012,267.233111068832,267.38283777638213,47014600,0.026805135466335762,0.02239105106810335,12771762583.782959
2026-02-25,273.74151611328125,274.45024283739696,270.567157599074,271.29586819299504,33714300,0.014313101280114612,0.007679856169661159,9229003596.697998
2026-02-26,272.4637756347656,275.61811956353745,270.31758130113775,274.4602128097023,32345100,0.01931259255444373,-0.004667689785084916,8812868069.284058
2026-02-27,263.70941162109375,272.3240439665745,262.4217314181026,272.3240439665745,72366500,0.03636224111627594,-0.03213037767415727,19083727136.07788
2026-03-02,264.2484130859375,266.05518620599753,259.73647625260065,261.94253069595567,41827900,0.024122504797554952,0.0020439219879577752,11052956197.717285
2026-03-03,263.2801818847656,265.08695529305965,259.6666350681776,263.0106738027697,38568900,0.020608746202242463,-0.003664094667077511,10154427007.095337
2026-03-04,262.0523376464844,265.67587606267574,260.95432154975975,264.17854815272653,39803100,0.017872588618309645,-0.004663640952734749,10430495400.576782
2026-03-05,259.8263244628906,261.09405110124777,256.79173142961054,260.3254337562426,49658600,0.016526697409311685,-0.008494536639458317,12902611515.9729
2026-03-06,257.0013427734375,258.3090066542827,253.916851068475,258.16927189629365,41120000,0.01701269695477944,-0.010872576884936036,10567895214.84375
2026-03-09,259.41705322265625,260.68477987096253,253.22808575123491,255.2345148744848,38218500,0.029215069613114632,0.009399602442343502,9914530648.590088
2026-03-10,260.3653564453125,262.01244158439727,256.4922936817907,257.19102845716964,30590800,0.02146322107625856,0.003655516130785408,7964784545.947266
2026-03-11,260.34539794921875,261.6630538494394,259.08763272962494,260.624897946549,26218900,0.00988171560010601,-7.665572857407099e-05,6825969954.2907715
2026-03-12,255.3043975830078,258.48873275942157,253.7272102811576,258.1992408199258,40794000,0.018441272186329807,-0.01936274044373243,10414887595.00122
2026-03-13,249.6744384765625,255.87336762960538,249.07551643845036,255.024890934378,36930000,0.026655638068302186,-0.022051947243152514,9220477012.939453
2026-03-16,252.36964416503906,253.43773019062647,249.4348789230203,251.66090222791988,32074200,0.015905733596953128,0.010794880344667579,8094554440.878296
2026-03-17,253.77711486816406,254.67552076289968,251.7307636559193,252.5093881906664,32361600,0.011661970780891638,0.0055770205952525576,8212633480.517578
2026-03-18,249.49476623535156,254.48585937367065,248.55643828829037,252.1799767808244,35757900,0.02351265616355292,-0.01687444762321122,8921408901.567078
2026-03-19,248.5165252685547,251.38140795985734,246.85947863088072,248.95572868612365,34864100,0.01816358817224787,-0.003920887726655109,8664304988.615417
2026-03-20,247.54823303222656,248.75606899357115,245.56177255944445,247.53824109812177,88331100,0.01290425438896332,-0.003896289131202657,21866207726.792908
2026-03-23,251.04200744628906,254.14646797882926,249.83415620831627,253.51758537106093,40546100,0.01700991181420917,0.01411350980480508,10178774338.117981
2026-03-24,251.1917266845703,254.37604644028636,249.10545347620703,249.90403139868116,45152300,0.021090467947157503,0.0005963911769359953,11341884200.779724
2026-03-25,252.16998291015625,254.5457480998694,251.15181088451408,253.6473574345128,28476700,0.013380534493569782,0.003894460372950048,7180968952.3376465
2026-03-26,252.43951416015625,256.5421934269488,250.32329549316128,251.67088153367666,41796700,0.02471043887115469,0.001068847476965784,10551138641.497803
2026-03-27,248.35679626464844,255.03488128462607,247.6281009352486,253.4477020992108,47900000,0.029224097468747712,-0.016173054004998577,11896290541.07666
2026-03-30,246.19065856933594,250.4230956915925,245.07264337813007,249.62453299565456,39446200,0.021434000293374878,-0.008721878071757172,9711285956.05774
2026-03-31,253.33790588378906,255.02489784868362,246.65983587287727,247.4683905467953,49598100,0.033802547296336645,0.02903135056377537,12565078789.814758
2026-04-01,255.1746368408203,255.72364490973627,252.8787309132899,253.6273948962928,40059400,0.0112169034327291,0.007250122916362178,10222142847.061157
2026-04-02,255.464111328125,255.6737439434535,250.20349485503914,253.74717405681358,31289400,0.021557871959549717,0.0011344171618641319,7993318764.990234
2026-04-06,258.39886474609375,261.6930045642991,256.0031460821725,256.0530752925303,29329900,0.022221402635473654,0.011487928393195235,7578812863.116455
2026-04-07,253.0484161376953,255.7436185540334,245.2623079794448,255.70368128016966,62148000,0.040990065227509975,-0.020706161436335524,15726452966.125488
2026-04-08,258.4388122558594,259.28730423338584,256.07303883918246,257.9896321241455,41032800,0.01245889366847372,0.02130183701774646,10604468095.532227
2026-04-09,260.0259704589844,260.6548530924392,255.61386101634736,258.5386343954405,28121600,0.01949802236667484,0.0061413306665165646,7312346330.859375
2026-04-10,260.0159912109375,261.7229364827484,258.5585701252562,259.5168819122501,31291500,0.012193296768116126,-3.837788982874457e-05,8136290388.977051
2026-04-13,258.73828125,259.71651601158027,256.2027973984465,259.2673359057164,36234700,0.013552492452854023,-0.004913966848681062,9375303999.609375
2026-04-14,258.3689270019531,261.4634109961452,256.7318642110386,258.7881922504944,48370700,0.018283472456605398,-0.0014275206833038734,12497485857.333374
2026-04-15,265.95538330078125,266.08515659729386,257.35074355126085,257.7001261657452,49913500,0.033893708846751955,0.029362881933440832,13274764024.383545
2026-04-16,262.9307861328125,266.68409800240715,260.80457553569033,266.3247234477873,43323100,0.022076517683381716,-0.011372573588962043,11390976740.71045
2026-04-17,269.7486267089844,271.8149160854778,266.24486962975914,266.4844323486072,61436200,0.02090195816178901,0.025930172257302875,16572330580.218506
2026-04-20,272.5635681152344,273.7913879220191,269.80850557942483,269.84841238867654,36590200,0.014759702706190207,0.010435424419368289,9973155470.050049
2026-04-21,265.69586181640625,272.3140256362382,264.9272139873882,271.0163536236942,50209800,0.02725596278631438,-0.025196714096157535,13340536082.629395
2026-04-22,272.68341064453125,273.2523721409737,266.39461467279705,267.3429346055621,43249200,0.025651538082704883,0.026299050276339386,11793339363.64746
2026-04-23,272.9429016113281,275.2787294551341,271.1660737405759,274.56001085217736,33399600,0.014979077622387175,0.0009516199250387825,9116183736.657715
2026-04-24,270.5771179199219,272.5735550213531,269.16962610782736,272.2741016414235,38157100,0.012501846091879237,-0.008667687188198547,10324438146.182251
2026-04-27,267.1332702636719,267.88193422863776,264.59781690250213,265.6159889280984,41466800,0.01236415525808061,-0.012727786010601316,11077161891.369629
2026-04-28,270.2277526855469,272.7432830913257,268.181416710472,271.8548539018017,40018900,0.016780522088825824,0.011584039752220443,10814217411.947632
2026-04-29,269.688720703125,270.55716597281076,266.56429174844374,267.07336249706583,30047900,0.01495047722855886,-0.001994732136373578,8103579710.81543
2026-04-30,270.86663818359375,275.50834883767226,267.6623648300734,270.018146234023,91848200,0.029057247140711825,0.0043676927881808325,24878613157.214355
2026-05-01,279.6409912109375,286.70836594964845,277.8741246788477,278.3632420760759,79915400,0.031736378714781556,0.032393627676644554,22347621669.018555
2026-05-04,276.3368225097656,280.13007120517506,274.3703307853319,279.16179801165765,46668400,0.020632265807381922,-0.011815752357562936,12896197367.614746
2026-05-05,283.67376708984375,284.0630869835518,276.00745521106614,276.43668191704,49311700,0.02914096536183709,0.026550730783693632,13988435700.604248
2026-05-06,286.99786376953125,287.5169265187869,280.5693330033821,281.4178249779708,58336100,0.024687823224945435,0.011718026357490752,16742336080.645752
2026-05-07,286.927978515625,291.6096265406606,285.2709318587503,288.75470528792926,45224300,0.021951831661374,-0.0002435044393305219,12976116978.78418
2026-05-08,292.7974853515625,294.2349225642168,289.48339230776435,289.49338424193445,52692800,0.01641326025081633,0.020456376775462637,15428319336.132812
2026-05-11,292.42779541015625,293.6267735875138,289.979924827367,291.72841688276577,42247300,0.012500834848777738,-0.0012626131025762488,12354284801.031494
2026-05-12,294.54595947265625,295.0155556946294,292.3078994315659,292.3078994315659,45748100,0.009263028020552856,0.007243374589372076,13474918008.551025
2026-05-13,298.6124572753906,300.6607090744109,293.24708951115105,293.24708951115105,52684300,0.025281136039980775,0.013805987391627639,15732188282.833862
2026-05-14,297.9530334472656,300.1911240450107,295.12548538387824,299.5616620172475,35324900,0.016910170103278516,-0.002208293097152536,10525161111.221313
2026-05-15,299.9713134765625,302.93875555297063,296.26448829773227,297.643304079477,54862800,0.022423710406924504,0.006773819369938039,16457266177.001953
2026-05-18,297.5833435058594,300.4009207908792,294.6558756451712,299.98126929450746,34483000,0.019151346213112316,-0.007960661114649215,10261566434.112549
2026-05-19,298.7123718261719,300.2510533099592,296.09463441963413,296.7140952726279,42243600,0.014008161245275758,0.0037939903054091673,12618685950.476074
2026-05-20,301.98956298828125,302.5390768782648,297.82314269813475,297.9230626302997,38229800,0.015829369295864676,0.010971059357449242,11545000595.129395
2026-05-21,304.7271728515625,305.27671719779084,300.1411318265125,300.80056674721834,42965100,0.01707305749724238,0.00906524661379593,13092633454.284668
2026-05-22,308.55389404296875,311.13165741506583,305.57645096183757,305.85620846339293,43670200,0.0181628042835467,0.012557860054279724,13474610263.635254
2026-05-26,308.0643005371094,311.5513139598484,307.4048960873393,309.29325163060713,48000500,0.013406105211313302,-0.001586735786880733,14787240457.931519
2026-05-27,310.5821533203125,312.9900803339556,308.0343323058515,308.0643052358437,50430900,0.016086732360343216,0.008173140408717527,15662937515.881348
2026-05-28,312.24072265625,312.5304508120942,309.30325358892543,310.412282475935,48220400,0.010396486883275885,0.00534019523725493,15056372542.773438
2026-05-29,311.7911071777344,314.7285763294451,309.2632884033746,311.5113496628706,70026800,0.017544426333054183,-0.0014399642515899869,21833733504.11377
2026-06-01,306.0460510253906,310.67206624496237,304.7571540774977,309.363197507879,48849900,0.019119637420071615,-0.01842597822736758,14950318987.98523
2026-06-02,314.92840576171875,315.1781903378333,306.42572903356995,307.1950545511415,44534700,0.028491543644971876,0.029022935295418106,14025242072.076416
2026-06-03,309.9926452636719,316.6668815001487,308.5838566628498,313.9092501546009,50836700,0.02574955925420471,-0.01567264307615801,15759003109.475708
2026-06-04,310.9618225097656,313.26982953176514,309.38316692864953,312.96009909963743,44869100,0.012419035571298849,0.00312645238815068,13952577110.372925
2026-06-05,307.0751647949219,314.8984348439246,306.8853260765596,312.5903972939029,65310500,0.02563453271992528,-0.012498826008526143,20055232550.338745
2026-06-08,301.2801818847656,317.1265012321255,300.9105055796523,308.4739595974908,77949100,0.05256844264466442,-0.018871545388655542,23484519025.753784
2026-06-09,290.29962158203125,300.4908444635933,287.5320194610898,300.0212482417878,70108800,0.043193024088947,-0.036446341189923515,20352558109.570312
2026-06-10,291.3287353515625,294.4960172141002,287.1323727394638,290.4894628291428,52793300,0.025349093226722328,0.0035450055495178656,15380205324.035645
2026-06-11,295.375244140625,296.7440586571729,289.3404406054596,293.4668864344149,42572500,0.02522812076574058,0.01388983748609407,12574862581.176758
2026-06-12,290.879150390625,296.88398158337014,289.3704417369658,295.7749221682621,38742100,0.025402896876192894,-0.015221633631081977,11269269132.348633
